,Job Title,Company Name,Experience (In Years),Experience Category,Industry,City,State,Country,Source
6882,Spa & Recreation Specialist,Radisson Hotel Group,2.5,Junior,Other,Hyderabad,Telangana,India,Naukri
6883,Spa & Recreation Specialist,Radisson Hotel Group,2.5,Junior,Other,Pune,Maharashtra,India,Naukri
6884,Spa & Recreation Specialist,Radisson Hotel Group,2.5,Junior,Other,Chennai,Tamil Nadu,India,Naukri
6885,Spa & Recreation Specialist,Radisson Hotel Group,2.5,Junior,Other,Bengaluru,Karnataka,India,Naukri
6886,Reservations Coordinator,Radisson Hotel Group,2.0,Junior,Other,Kolkata,West Bengal,India,Naukri
6887,Reservations Coordinator,Radisson Hotel Group,2.0,Junior,Other,Mumbai,Maharashtra,India,Naukri
6888,Reservations Coordinator,Radisson Hotel Group,2.0,Junior,Other,New Delhi,Delhi,India,Naukri
6889,Reservations Coordinator,Radisson Hotel Group,2.0,Junior,Other,Hyderabad,Telangana,India,Naukri
6890,Reservations Coordinator,Radisson Hotel Group,2.0,Junior,Other,Pune,Maharashtra,India,Naukri
6891,Reservations Coordinator,Radisson Hotel Group,2.0,Junior,Other,Chennai,Tamil Nadu,India,Naukri
6892,Reservations Coordinator,Radisson Hotel Group,2.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
6893,Apprentice Hotel Industry Specialist,Radisson Hotel Group,2.0,Junior,Other,Kolkata,West Bengal,India,Naukri
6894,Apprentice Hotel Industry Specialist,Radisson Hotel Group,2.0,Junior,Other,Mumbai,Maharashtra,India,Naukri
6895,Apprentice Hotel Industry Specialist,Radisson Hotel Group,2.0,Junior,Other,New Delhi,Delhi,India,Naukri
6896,Apprentice Hotel Industry Specialist,Radisson Hotel Group,2.0,Junior,Other,Hyderabad,Telangana,India,Naukri
6897,Apprentice Hotel Industry Specialist,Radisson Hotel Group,2.0,Junior,Other,Pune,Maharashtra,India,Naukri
6898,Apprentice Hotel Industry Specialist,Radisson Hotel Group,2.0,Junior,Other,Chennai,Tamil Nadu,India,Naukri
6899,Apprentice Hotel Industry Specialist,Radisson Hotel Group,2.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
6900,Accounts Payable Assistant,Radisson Hotel Group,2.0,Junior,Other,Kolkata,West Bengal,India,Naukri
6901,Accounts Payable Assistant,Radisson Hotel Group,2.0,Junior,Other,Mumbai,Maharashtra,India,Naukri
6902,Accounts Payable Assistant,Radisson Hotel Group,2.0,Junior,Other,New Delhi,Delhi,India,Naukri
6903,Accounts Payable Assistant,Radisson Hotel Group,2.0,Junior,Other,Hyderabad,Telangana,India,Naukri
6904,Accounts Payable Assistant,Radisson Hotel Group,2.0,Junior,Other,Pune,Maharashtra,India,Naukri
6905,Accounts Payable Assistant,Radisson Hotel Group,2.0,Junior,Other,Chennai,Tamil Nadu,India,Naukri
6906,Accounts Payable Assistant,Radisson Hotel Group,2.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
6907,Executive - Barista C&C,Marriott,3.5,Mid-Level,Other,Kolkata,West Bengal,India,Naukri
6908,Executive - Barista C&C,Marriott,3.5,Mid-Level,Other,Mumbai,Maharashtra,India,Naukri
6909,Executive - Barista C&C,Marriott,3.5,Mid-Level,Other,New Delhi,Delhi,India,Naukri
6910,Executive - Barista C&C,Marriott,3.5,Mid-Level,Other,Hyderabad,Telangana,India,Naukri
6911,Executive - Barista C&C,Marriott,3.5,Mid-Level,Other,Pune,Maharashtra,India,Naukri
6912,Executive - Barista C&C,Marriott,3.5,Mid-Level,Other,Chennai,Tamil Nadu,India,Naukri
6913,Executive - Barista C&C,Marriott,3.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
6914,Hair Stylist,Marriott,3.0,Junior,Other,Kolkata,West Bengal,India,Naukri
6915,Hair Stylist,Marriott,3.0,Junior,Other,Mumbai,Maharashtra,India,Naukri
6916,Hair Stylist,Marriott,3.0,Junior,Other,New Delhi,Delhi,India,Naukri
6917,Hair Stylist,Marriott,3.0,Junior,Other,Hyderabad,Telangana,India,Naukri
6918,Hair Stylist,Marriott,3.0,Junior,Other,Pune,Maharashtra,India,Naukri
6919,Hair Stylist,Marriott,3.0,Junior,Other,Chennai,Tamil Nadu,India,Naukri
6920,Hair Stylist,Marriott,3.0,Junior,Other,Bengaluru,Karnataka,India,Naukri
6921,Customer Success Manager,Schneider Electric,7.0,Senior,Management,Kolkata,West Bengal,India,Naukri
6922,Customer Success Manager,Schneider Electric,7.0,Senior,Management,Mumbai,Maharashtra,India,Naukri
6923,Customer Success Manager,Schneider Electric,7.0,Senior,Management,New Delhi,Delhi,India,Naukri
6924,Customer Success Manager,Schneider Electric,7.0,Senior,Management,Hyderabad,Telangana,India,Naukri
6925,Customer Success Manager,Schneider Electric,7.0,Senior,Management,Pune,Maharashtra,India,Naukri
6926,Customer Success Manager,Schneider Electric,7.0,Senior,Management,Chennai,Tamil Nadu,India,Naukri
6927,Customer Success Manager,Schneider Electric,7.0,Senior,Management,Bengaluru,Karnataka,India,Naukri
6928,BA with Loan IQ,Capco,5.0,Mid-Level,Other,Kolkata,West Bengal,India,Naukri
6929,BA with Loan IQ,Capco,5.0,Mid-Level,Other,Mumbai,Maharashtra,India,Naukri
6930,BA with Loan IQ,Capco,5.0,Mid-Level,Other,New Delhi,Delhi,India,Naukri
6931,BA with Loan IQ,Capco,5.0,Mid-Level,Other,Hyderabad,Telangana,India,Naukri
6932,BA with Loan IQ,Capco,5.0,Mid-Level,Other,Pune,Maharashtra,India,Naukri
6933,BA with Loan IQ,Capco,5.0,Mid-Level,Other,Chennai,Tamil Nadu,India,Naukri
6934,BA with Loan IQ,Capco,5.0,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
6935,Director of Engineering,Radisson Hotel Group,19.0,Executive,Software Development,Kolkata,West Bengal,India,Naukri
6936,Director of Engineering,Radisson Hotel Group,19.0,Executive,Software Development,Mumbai,Maharashtra,India,Naukri
6937,Director of Engineering,Radisson Hotel Group,19.0,Executive,Software Development,New Delhi,Delhi,India,Naukri
6938,Director of Engineering,Radisson Hotel Group,19.0,Executive,Software Development,Hyderabad,Telangana,India,Naukri
6939,Director of Engineering,Radisson Hotel Group,19.0,Executive,Software Development,Pune,Maharashtra,India,Naukri
6940,Director of Engineering,Radisson Hotel Group,19.0,Executive,Software Development,Chennai,Tamil Nadu,India,Naukri
6941,Director of Engineering,Radisson Hotel Group,19.0,Executive,Software Development,Bengaluru,Karnataka,India,Naukri
6942,Senior Product Analyst,Isha Foundation,3.5,Mid-Level,Other,Kolkata,West Bengal,India,Naukri
6943,Senior Product Analyst,Isha Foundation,3.5,Mid-Level,Other,Mumbai,Maharashtra,India,Naukri
6944,Senior Product Analyst,Isha Foundation,3.5,Mid-Level,Other,New Delhi,Delhi,India,Naukri
6945,Senior Product Analyst,Isha Foundation,3.5,Mid-Level,Other,Hyderabad,Telangana,India,Naukri
6946,Senior Product Analyst,Isha Foundation,3.5,Mid-Level,Other,Pune,Maharashtra,India,Naukri
6947,Senior Product Analyst,Isha Foundation,3.5,Mid-Level,Other,Chennai,Tamil Nadu,India,Naukri
6948,Senior Product Analyst,Isha Foundation,3.5,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
6949,Sales Manager,Radisson Hotel Group,4.5,Mid-Level,Buisness Analytics,Kolkata,West Bengal,India,Naukri
6950,Sales Manager,Radisson Hotel Group,4.5,Mid-Level,Buisness Analytics,Mumbai,Maharashtra,India,Naukri
6951,Sales Manager,Radisson Hotel Group,4.5,Mid-Level,Buisness Analytics,New Delhi,Delhi,India,Naukri
6952,Sales Manager,Radisson Hotel Group,4.5,Mid-Level,Buisness Analytics,Hyderabad,Telangana,India,Naukri
6953,Sales Manager,Radisson Hotel Group,4.5,Mid-Level,Buisness Analytics,Pune,Maharashtra,India,Naukri
6954,Sales Manager,Radisson Hotel Group,4.5,Mid-Level,Buisness Analytics,Chennai,Tamil Nadu,India,Naukri
6955,Sales Manager,Radisson Hotel Group,4.5,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
6956,Corporate Sales Manager,Radisson Hotel Group,6.0,Mid-Level,Buisness Analytics,Kolkata,West Bengal,India,Naukri
6957,Corporate Sales Manager,Radisson Hotel Group,6.0,Mid-Level,Buisness Analytics,Mumbai,Maharashtra,India,Naukri
6958,Corporate Sales Manager,Radisson Hotel Group,6.0,Mid-Level,Buisness Analytics,New Delhi,Delhi,India,Naukri
6959,Corporate Sales Manager,Radisson Hotel Group,6.0,Mid-Level,Buisness Analytics,Hyderabad,Telangana,India,Naukri
6960,Corporate Sales Manager,Radisson Hotel Group,6.0,Mid-Level,Buisness Analytics,Pune,Maharashtra,India,Naukri
6961,Corporate Sales Manager,Radisson Hotel Group,6.0,Mid-Level,Buisness Analytics,Chennai,Tamil Nadu,India,Naukri
6962,Corporate Sales Manager,Radisson Hotel Group,6.0,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
6963,Field Service Engineer,Philips,7.5,Senior,Software Development,Kolkata,West Bengal,India,Naukri
6964,Field Service Engineer,Philips,7.5,Senior,Software Development,Mumbai,Maharashtra,India,Naukri
6965,Field Service Engineer,Philips,7.5,Senior,Software Development,New Delhi,Delhi,India,Naukri
6966,Field Service Engineer,Philips,7.5,Senior,Software Development,Hyderabad,Telangana,India,Naukri
6967,Field Service Engineer,Philips,7.5,Senior,Software Development,Pune,Maharashtra,India,Naukri
6968,Field Service Engineer,Philips,7.5,Senior,Software Development,Chennai,Tamil Nadu,India,Naukri
6969,Field Service Engineer,Philips,7.5,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
6970,Director of Finance,Radisson Hotel Group,10.5,Lead,Finance,Kolkata,West Bengal,India,Naukri
6971,Director of Finance,Radisson Hotel Group,10.5,Lead,Finance,Mumbai,Maharashtra,India,Naukri
6972,Director of Finance,Radisson Hotel Group,10.5,Lead,Finance,New Delhi,Delhi,India,Naukri
6973,Director of Finance,Radisson Hotel Group,10.5,Lead,Finance,Hyderabad,Telangana,India,Naukri
6974,Director of Finance,Radisson Hotel Group,10.5,Lead,Finance,Pune,Maharashtra,India,Naukri
6975,Director of Finance,Radisson Hotel Group,10.5,Lead,Finance,Chennai,Tamil Nadu,India,Naukri
6976,Director of Finance,Radisson Hotel Group,10.5,Lead,Finance,Bengaluru,Karnataka,India,Naukri
6977,Assistant Manager Sales,Marriott,5.5,Mid-Level,Buisness Analytics,Kolkata,West Bengal,India,Naukri
6978,Assistant Manager Sales,Marriott,5.5,Mid-Level,Buisness Analytics,Mumbai,Maharashtra,India,Naukri
6979,Assistant Manager Sales,Marriott,5.5,Mid-Level,Buisness Analytics,New Delhi,Delhi,India,Naukri
6980,Assistant Manager Sales,Marriott,5.5,Mid-Level,Buisness Analytics,Hyderabad,Telangana,India,Naukri
6981,Assistant Manager Sales,Marriott,5.5,Mid-Level,Buisness Analytics,Pune,Maharashtra,India,Naukri
6982,Assistant Manager Sales,Marriott,5.5,Mid-Level,Buisness Analytics,Chennai,Tamil Nadu,India,Naukri
6983,Assistant Manager Sales,Marriott,5.5,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
6984,PMO -Confluence,Capco,7.0,Senior,Other,Kolkata,West Bengal,India,Naukri
6985,PMO -Confluence,Capco,7.0,Senior,Other,Mumbai,Maharashtra,India,Naukri
6986,PMO -Confluence,Capco,7.0,Senior,Other,New Delhi,Delhi,India,Naukri
6987,PMO -Confluence,Capco,7.0,Senior,Other,Hyderabad,Telangana,India,Naukri
6988,PMO -Confluence,Capco,7.0,Senior,Other,Pune,Maharashtra,India,Naukri
6989,PMO -Confluence,Capco,7.0,Senior,Other,Chennai,Tamil Nadu,India,Naukri
6990,PMO -Confluence,Capco,7.0,Senior,Other,Bengaluru,Karnataka,India,Naukri
6991,BA - Private banking with Data Analytics,Capco,6.0,Mid-Level,Data Science / Analytics,Kolkata,West Bengal,India,Naukri
6992,BA - Private banking with Data Analytics,Capco,6.0,Mid-Level,Data Science / Analytics,Mumbai,Maharashtra,India,Naukri
6993,BA - Private banking with Data Analytics,Capco,6.0,Mid-Level,Data Science / Analytics,New Delhi,Delhi,India,Naukri
6994,BA - Private banking with Data Analytics,Capco,6.0,Mid-Level,Data Science / Analytics,Hyderabad,Telangana,India,Naukri
6995,BA - Private banking with Data Analytics,Capco,6.0,Mid-Level,Data Science / Analytics,Pune,Maharashtra,India,Naukri
6996,BA - Private banking with Data Analytics,Capco,6.0,Mid-Level,Data Science / Analytics,Chennai,Tamil Nadu,India,Naukri
6997,BA - Private banking with Data Analytics,Capco,6.0,Mid-Level,Data Science / Analytics,Bengaluru,Karnataka,India,Naukri
6998,PMO,Capco,10.5,Lead,Other,Kolkata,West Bengal,India,Naukri
6999,PMO,Capco,10.5,Lead,Other,Mumbai,Maharashtra,India,Naukri
7000,PMO,Capco,10.5,Lead,Other,New Delhi,Delhi,India,Naukri
7001,PMO,Capco,10.5,Lead,Other,Hyderabad,Telangana,India,Naukri
7002,PMO,Capco,10.5,Lead,Other,Pune,Maharashtra,India,Naukri
7003,PMO,Capco,10.5,Lead,Other,Chennai,Tamil Nadu,India,Naukri
7004,PMO,Capco,10.5,Lead,Other,Bengaluru,Karnataka,India,Naukri
7005,PM - WPB-RBW,Capco,11.0,Lead,Other,Kolkata,West Bengal,India,Naukri
7006,PM - WPB-RBW,Capco,11.0,Lead,Other,Mumbai,Maharashtra,India,Naukri
7007,PM - WPB-RBW,Capco,11.0,Lead,Other,New Delhi,Delhi,India,Naukri
7008,PM - WPB-RBW,Capco,11.0,Lead,Other,Hyderabad,Telangana,India,Naukri
7009,PM - WPB-RBW,Capco,11.0,Lead,Other,Pune,Maharashtra,India,Naukri
7010,PM - WPB-RBW,Capco,11.0,Lead,Other,Chennai,Tamil Nadu,India,Naukri
7011,PM - WPB-RBW,Capco,11.0,Lead,Other,Bengaluru,Karnataka,India,Naukri
7012,Staff Engineer (Microsoft Dynamics Sales),Nagarro,8.0,Senior,Software Development,Kolkata,West Bengal,India,Naukri
7013,Staff Engineer (Microsoft Dynamics Sales),Nagarro,8.0,Senior,Software Development,Mumbai,Maharashtra,India,Naukri
7014,Staff Engineer (Microsoft Dynamics Sales),Nagarro,8.0,Senior,Software Development,New Delhi,Delhi,India,Naukri
7015,Staff Engineer (Microsoft Dynamics Sales),Nagarro,8.0,Senior,Software Development,Hyderabad,Telangana,India,Naukri
7016,Staff Engineer (Microsoft Dynamics Sales),Nagarro,8.0,Senior,Software Development,Pune,Maharashtra,India,Naukri
7017,Staff Engineer (Microsoft Dynamics Sales),Nagarro,8.0,Senior,Software Development,Chennai,Tamil Nadu,India,Naukri
7018,Staff Engineer (Microsoft Dynamics Sales),Nagarro,8.0,Senior,Software Development,Bengaluru,Karnataka,India,Naukri
7019,Assistant Manager Sales,Radisson Hotel Group,3.5,Mid-Level,Buisness Analytics,Kolkata,West Bengal,India,Naukri
7020,Assistant Manager Sales,Radisson Hotel Group,3.5,Mid-Level,Buisness Analytics,Mumbai,Maharashtra,India,Naukri
7021,Assistant Manager Sales,Radisson Hotel Group,3.5,Mid-Level,Buisness Analytics,New Delhi,Delhi,India,Naukri
7022,Assistant Manager Sales,Radisson Hotel Group,3.5,Mid-Level,Buisness Analytics,Hyderabad,Telangana,India,Naukri
7023,Assistant Manager Sales,Radisson Hotel Group,3.5,Mid-Level,Buisness Analytics,Pune,Maharashtra,India,Naukri
7024,Assistant Manager Sales,Radisson Hotel Group,3.5,Mid-Level,Buisness Analytics,Chennai,Tamil Nadu,India,Naukri
7025,Assistant Manager Sales,Radisson Hotel Group,3.5,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
7026,"Manager I, Investigations, Account Integrity",Amazon,3.5,Mid-Level,Management,Kolkata,West Bengal,India,Naukri
7027,"Manager I, Investigations, Account Integrity",Amazon,3.5,Mid-Level,Management,Mumbai,Maharashtra,India,Naukri
7028,"Manager I, Investigations, Account Integrity",Amazon,3.5,Mid-Level,Management,New Delhi,Delhi,India,Naukri
7029,"Manager I, Investigations, Account Integrity",Amazon,3.5,Mid-Level,Management,Hyderabad,Telangana,India,Naukri
7030,"Manager I, Investigations, Account Integrity",Amazon,3.5,Mid-Level,Management,Pune,Maharashtra,India,Naukri
7031,"Manager I, Investigations, Account Integrity",Amazon,3.5,Mid-Level,Management,Chennai,Tamil Nadu,India,Naukri
7032,"Manager I, Investigations, Account Integrity",Amazon,3.5,Mid-Level,Management,Bengaluru,Karnataka,India,Naukri
7033,Transportation Specialist,Amazon,5.0,Mid-Level,Other,Kolkata,West Bengal,India,Naukri
7034,Transportation Specialist,Amazon,5.0,Mid-Level,Other,Mumbai,Maharashtra,India,Naukri
7035,Transportation Specialist,Amazon,5.0,Mid-Level,Other,New Delhi,Delhi,India,Naukri
7036,Transportation Specialist,Amazon,5.0,Mid-Level,Other,Hyderabad,Telangana,India,Naukri
7037,Transportation Specialist,Amazon,5.0,Mid-Level,Other,Pune,Maharashtra,India,Naukri
7038,Transportation Specialist,Amazon,5.0,Mid-Level,Other,Chennai,Tamil Nadu,India,Naukri
7039,Transportation Specialist,Amazon,5.0,Mid-Level,Other,Bengaluru,Karnataka,India,Naukri
7040,Security Risk and Compliance Management Specialist III,Rackspace Technology,6.5,Senior,Management,Kolkata,West Bengal,India,Naukri
7041,Security Risk and Compliance Management Specialist III,Rackspace Technology,6.5,Senior,Management,Mumbai,Maharashtra,India,Naukri
7042,Security Risk and Compliance Management Specialist III,Rackspace Technology,6.5,Senior,Management,New Delhi,Delhi,India,Naukri
7043,Security Risk and Compliance Management Specialist III,Rackspace Technology,6.5,Senior,Management,Hyderabad,Telangana,India,Naukri
7044,Security Risk and Compliance Management Specialist III,Rackspace Technology,6.5,Senior,Management,Pune,Maharashtra,India,Naukri
7045,Security Risk and Compliance Management Specialist III,Rackspace Technology,6.5,Senior,Management,Chennai,Tamil Nadu,India,Naukri
7046,Security Risk and Compliance Management Specialist III,Rackspace Technology,6.5,Senior,Management,Bengaluru,Karnataka,India,Naukri
7047,Therapy Business Manager,Abbott,5.5,Mid-Level,Buisness Analytics,Kolkata,West Bengal,India,Naukri
7048,Therapy Business Manager,Abbott,5.5,Mid-Level,Buisness Analytics,Mumbai,Maharashtra,India,Naukri
7049,Therapy Business Manager,Abbott,5.5,Mid-Level,Buisness Analytics,New Delhi,Delhi,India,Naukri
7050,Therapy Business Manager,Abbott,5.5,Mid-Level,Buisness Analytics,Hyderabad,Telangana,India,Naukri
7051,Therapy Business Manager,Abbott,5.5,Mid-Level,Buisness Analytics,Pune,Maharashtra,India,Naukri
7052,Therapy Business Manager,Abbott,5.5,Mid-Level,Buisness Analytics,Chennai,Tamil Nadu,India,Naukri
7053,Therapy Business Manager,Abbott,5.5,Mid-Level,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
7054,Enterprise Customer Success Manager,Schneider Electric,5.5,Mid-Level,Management,Kolkata,West Bengal,India,Naukri
7055,Enterprise Customer Success Manager,Schneider Electric,5.5,Mid-Level,Management,Mumbai,Maharashtra,India,Naukri
7056,Enterprise Customer Success Manager,Schneider Electric,5.5,Mid-Level,Management,New Delhi,Delhi,India,Naukri
7057,Enterprise Customer Success Manager,Schneider Electric,5.5,Mid-Level,Management,Hyderabad,Telangana,India,Naukri
7058,Enterprise Customer Success Manager,Schneider Electric,5.5,Mid-Level,Management,Pune,Maharashtra,India,Naukri
7059,Enterprise Customer Success Manager,Schneider Electric,5.5,Mid-Level,Management,Chennai,Tamil Nadu,India,Naukri
7060,Enterprise Customer Success Manager,Schneider Electric,5.5,Mid-Level,Management,Bengaluru,Karnataka,India,Naukri
7061,Hydraulic Fracturing Engineer,Petrofac,12.5,Manager,Software Development,Kolkata,West Bengal,India,Naukri
7062,Hydraulic Fracturing Engineer,Petrofac,12.5,Manager,Software Development,Mumbai,Maharashtra,India,Naukri
7063,Hydraulic Fracturing Engineer,Petrofac,12.5,Manager,Software Development,New Delhi,Delhi,India,Naukri
7064,Hydraulic Fracturing Engineer,Petrofac,12.5,Manager,Software Development,Hyderabad,Telangana,India,Naukri
7065,Hydraulic Fracturing Engineer,Petrofac,12.5,Manager,Software Development,Pune,Maharashtra,India,Naukri
7066,Hydraulic Fracturing Engineer,Petrofac,12.5,Manager,Software Development,Chennai,Tamil Nadu,India,Naukri
7067,Hydraulic Fracturing Engineer,Petrofac,12.5,Manager,Software Development,Bengaluru,Karnataka,India,Naukri
7068,Data Analyst - Customer Service Specialist,Juniper Networks,5.5,Mid-Level,Data Science / Analytics,Kolkata,West Bengal,India,Naukri
7069,Data Analyst - Customer Service Specialist,Juniper Networks,5.5,Mid-Level,Data Science / Analytics,Mumbai,Maharashtra,India,Naukri
7070,Data Analyst - Customer Service Specialist,Juniper Networks,5.5,Mid-Level,Data Science / Analytics,New Delhi,Delhi,India,Naukri
7071,Data Analyst - Customer Service Specialist,Juniper Networks,5.5,Mid-Level,Data Science / Analytics,Hyderabad,Telangana,India,Naukri
7072,Data Analyst - Customer Service Specialist,Juniper Networks,5.5,Mid-Level,Data Science / Analytics,Pune,Maharashtra,India,Naukri
7073,Data Analyst - Customer Service Specialist,Juniper Networks,5.5,Mid-Level,Data Science / Analytics,Chennai,Tamil Nadu,India,Naukri
7074,Data Analyst - Customer Service Specialist,Juniper Networks,5.5,Mid-Level,Data Science / Analytics,Bengaluru,Karnataka,India,Naukri
7075,Offshore Project Manager,Zensar,16.0,Executive,Management,Kolkata,West Bengal,India,Naukri
7076,Offshore Project Manager,Zensar,16.0,Executive,Management,Mumbai,Maharashtra,India,Naukri
7077,Offshore Project Manager,Zensar,16.0,Executive,Management,New Delhi,Delhi,India,Naukri
7078,Offshore Project Manager,Zensar,16.0,Executive,Management,Hyderabad,Telangana,India,Naukri
7079,Offshore Project Manager,Zensar,16.0,Executive,Management,Pune,Maharashtra,India,Naukri
7080,Offshore Project Manager,Zensar,16.0,Executive,Management,Chennai,Tamil Nadu,India,Naukri
7081,Offshore Project Manager,Zensar,16.0,Executive,Management,Bengaluru,Karnataka,India,Naukri
7082,Enterprise Sales Executive VI,Rackspace Technology,13.5,Manager,Buisness Analytics,Kolkata,West Bengal,India,Naukri
7083,Enterprise Sales Executive VI,Rackspace Technology,13.5,Manager,Buisness Analytics,Mumbai,Maharashtra,India,Naukri
7084,Enterprise Sales Executive VI,Rackspace Technology,13.5,Manager,Buisness Analytics,New Delhi,Delhi,India,Naukri
7085,Enterprise Sales Executive VI,Rackspace Technology,13.5,Manager,Buisness Analytics,Hyderabad,Telangana,India,Naukri
7086,Enterprise Sales Executive VI,Rackspace Technology,13.5,Manager,Buisness Analytics,Pune,Maharashtra,India,Naukri
7087,Enterprise Sales Executive VI,Rackspace Technology,13.5,Manager,Buisness Analytics,Chennai,Tamil Nadu,India,Naukri
7088,Enterprise Sales Executive VI,Rackspace Technology,13.5,Manager,Buisness Analytics,Bengaluru,Karnataka,India,Naukri
7089,BVLS: 4 Data Engineers / Developers,Zensar,4.5,Mid-Level,Data Science / Analytics,Kolkata,West Bengal,India,Naukri
7090,BVLS: 4 Data Engineers / Developers,Zensar,4.5,Mid-Level,Data Science / Analytics,Mumbai,Maharashtra,India,Naukri
7091,BVLS: 4 Data Engineers / Developers,Zensar,4.5,Mid-Level,Data Science / Analytics,New Delhi,Delhi,India,Naukri
7092,BVLS: 4 Data Engineers / Developers,Zensar,4.5,Mid-Level,Data Science / Analytics,Hyderabad,Telangana,India,Naukri
7093,BVLS: 4 Data Engineers / Developers,Zensar,4.5,Mid-Level,Data Science / Analytics,Pune,Maharashtra,India,Naukri
7094,BVLS: 4 Data Engineers / Developers,Zensar,4.5,Mid-Level,Data Science / Analytics,Chennai,Tamil Nadu,India,Naukri
7095,BVLS: 4 Data Engineers / Developers,Zensar,4.5,Mid-Level,Data Science / Analytics,Bengaluru,Karnataka,India,Naukri
7096,DevOps SRE,Zensar,16.5,Executive,DevOps,Kolkata,West Bengal,India,Naukri
7097,DevOps SRE,Zensar,16.5,Executive,DevOps,Mumbai,Maharashtra,India,Naukri
7098,DevOps SRE,Zensar,16.5,Executive,DevOps,New Delhi,Delhi,India,Naukri
7099,DevOps SRE,Zensar,16.5,Executive,DevOps,Hyderabad,Telangana,India,Naukri
7100,DevOps SRE,Zensar,16.5,Executive,DevOps,Pune,Maharashtra,India,Naukri
7101,DevOps SRE,Zensar,16.5,Executive,DevOps,Chennai,Tamil Nadu,India,Naukri
7102,DevOps SRE,Zensar,16.5,Executive,DevOps,Bengaluru,Karnataka,India,Naukri
7103,Senior Project Manager,Rackspace Technology,9.5,Lead,Management,Kolkata,West Bengal,India,Naukri
7104,Senior Project Manager,Rackspace Technology,9.5,Lead,Management,Mumbai,Maharashtra,India,Naukri
7105,Senior Project Manager,Rackspace Technology,9.5,Lead,Management,New Delhi,Delhi,India,Naukri
7106,Senior Project Manager,Rackspace Technology,9.5,Lead,Management,Hyderabad,Telangana,India,Naukri
7107,Senior Project Manager,Rackspace Technology,9.5,Lead,Management,Pune,Maharashtra,India,Naukri
7108,Senior Project Manager,Rackspace Technology,9.5,Lead,Management,Chennai,Tamil Nadu,India,Naukri
7109,Senior Project Manager,Rackspace Technology,9.5,Lead,Management,Bengaluru,Karnataka,India,Naukri
7110,MDM Intune Architect,Zensar,11.0,Lead,Software Development,Kolkata,West Bengal,India,Naukri
7111,MDM Intune Architect,Zensar,11.0,Lead,Software Development,Mumbai,Maharashtra,India,Naukri
7112,MDM Intune Architect,Zensar,11.0,Lead,Software Development,New Delhi,Delhi,India,Naukri
7113,MDM Intune Architect,Zensar,11.0,Lead,Software Development,Hyderabad,Telangana,India,Naukri
7114,MDM Intune Architect,Zensar,11.0,Lead,Software Development,Pune,Maharashtra,India,Naukri
7115,MDM Intune Architect,Zensar,11.0,Lead,Software Development,Chennai,Tamil Nadu,India,Naukri
7116,MDM Intune Architect,Zensar,11.0,Lead,Software Development,Bengaluru,Karnataka,India,Naukri
7117,Principal Consultant- Apps Tech,Oracle,4.5,Mid-Level,Consulting,Kolkata,West Bengal,India,Naukri
7118,Principal Consultant- Apps Tech,Oracle,4.5,Mid-Level,Consulting,Mumbai,Maharashtra,India,Naukri
7119,Principal Consultant- Apps Tech,Oracle,4.5,Mid-Level,Consulting,New Delhi,Delhi,India,Naukri
7120,Principal Consultant- Apps Tech,Oracle,4.5,Mid-Level,Consulting,Hyderabad,Telangana,India,Naukri
7121,Principal Consultant- Apps Tech,Oracle,4.5,Mid-Level,Consulting,Pune,Maharashtra,India,Naukri
7122,Principal Consultant- Apps Tech,Oracle,4.5,Mid-Level,Consulting,Chennai,Tamil Nadu,India,Naukri
7123,Principal Consultant- Apps Tech,Oracle,4.5,Mid-Level,Consulting,Bengaluru,Karnataka,India,Naukri
7124,"Sr. Software Engineer - Java, J2EE Job",Yash Technologies,5.0,Mid-Level,Software Development,Kolkata,West Bengal,India,Naukri
7125,"Sr. Software Engineer - Java, J2EE Job",Yash Technologies,5.0,Mid-Level,Software Development,Mumbai,Maharashtra,India,Naukri
7126,"Sr. Software Engineer - Java, J2EE Job",Yash Technologies,5.0,Mid-Level,Software Development,New Delhi,Delhi,India,Naukri
7127,"Sr. Software Engineer - Java, J2EE Job",Yash Technologies,5.0,Mid-Level,Software Development,Hyderabad,Telangana,India,Naukri
7128,"Sr. Software Engineer - Java, J2EE Job",Yash Technologies,5.0,Mid-Level,Software Development,Pune,Maharashtra,India,Naukri
7129,"Sr. Software Engineer - Java, J2EE Job",Yash Technologies,5.0,Mid-Level,Software Development,Chennai,Tamil Nadu,India,Naukri
7130,"Sr. Software Engineer - Java, J2EE Job",Yash Technologies,5.0,Mid-Level,Software Development,Bengaluru,Karnataka,India,Naukri
